generation,best_fitness_score,global_max_raw_reward,global_avg_raw_reward,selected_individual_raw_reward
1,0.117459983506629,-0.00245471815569041,-0.6578523923697348,-0.016977818323883932
2,0.11237512707996933,-0.0001725086196431453,-0.46374538349154465,-0.01677075081514607
3,0.11196467034203024,-0.0005310109261135463,-0.7762234310528352,-0.001656595683676174
4,0.11138366984356038,-2.934156912088812e-05,-0.4961709009452007,-0.001521887174560801
5,0.1109828352084535,-0.0005361021523251125,-0.5626293593947292,-0.001668508842429675
6,0.11054796071086039,-0.0005019479014147651,-0.6122466179387448,-0.005547658008739563
7,0.1109105620810979,-0.0002209781111303222,-0.6201736989000959,-0.0002209781111303222
8,0.11555212439923593,-0.0002181949251585076,-0.8221146507737579,-0.0003896220140102865
9,0.11393687560060775,-0.00022003386590822908,-0.8551538077788635,-0.00039660020176017464
10,0.11403219129589862,-0.00021519137065381197,-0.7792782376857623,-0.0018156224620884097
11,0.11308874232386276,-0.00021928944846148147,-1.124260338301842,-0.00039435196894191507
12,0.11223515914659517,-0.00021279767265439432,-0.8510252248051468,-0.0003888212079490343
13,0.1124647249988229,-0.00021750286289730415,-1.1730108160038042,-0.002350369522385489
14,0.1151871068969637,-0.00021863276384936344,-0.7844017677905785,-0.004470147650177494
15,0.11534339401195555,-0.0002221619938706587,-1.0319243196409549,-0.002231482424847666
16,0.1147192224931507,-0.0007607868827305231,-1.117873816311828,-0.004448554668814681
17,0.11446262176971557,-0.0011227616731493892,-1.3219663262090438,-0.004451865749619624
18,0.11386046386604813,-0.00082937949519232,-1.1236458056803236,-0.0023322283414280204
19,0.11249669161214448,-0.0011228017593013094,-0.8206785309605702,-0.002460018275694082
20,0.11171493685330794,-0.0024515749939775,-1.203204115922813,-0.0024515749939775
21,0.11492104014616653,-0.00047328958003275203,-1.263140803713848,-0.00047328958003275203
22,0.11337459111909629,-0.0006842859976786523,-1.4060743586329656,-0.0006842859976786523
23,0.11309514465842585,-0.000689226352214613,-0.838679290550844,-0.000689226352214613
24,0.1127478646055244,-0.0006571855192833658,-0.8769734376267732,-0.0010620724319279442
25,0.1196592789577074,-0.00016608791003834311,-1.1755501073490782,-0.013142762327781138
26,0.11548490947610662,-0.0005000194161483714,-1.224186420510874,-0.014782541426789534
27,0.11439737769369666,-0.0003729821805775766,-1.0021400361043133,-0.013770003063033937
28,0.11816121753031317,-0.0003528159987984599,-0.8642753876131677,-0.0014902450855912924
29,0.11533925275902818,-0.000612892666278996,-1.1440098873118638,-0.00708279769708812
30,0.114151834313041,-0.0004918536765859806,-0.9980215490244035,-0.0007750250282003745
31,0.11303898057847048,-0.000388125797099243,-0.9950279486069984,-0.005802633567225481
32,0.11280602796152583,-0.0005205409525926623,-1.0563067484877553,-0.0011749648281006782
33,0.11106902178557743,-0.00021545197922997716,-1.1248893836735834,-0.0009780110436796176
34,0.1134522927397141,-0.00029301273934544136,-1.3612811598650816,-0.010033326283589989
35,0.11426170345325101,-0.0002358424937328974,-1.360846582754438,-0.01042287431830008
36,0.11305520620959188,-0.0004864445576579847,-0.9603410483220597,-0.005661808575132167
37,0.11264854944767097,-6.175834415985856e-05,-0.9088066667144001,-0.0026295586994588595
38,0.1135949493719319,-2.8779616025308967e-05,-1.6350386915773918,-0.0009213768838019481
39,0.1123041762129798,-3.195770373972291e-05,-0.7467347046747499,-0.0008008961303991302
40,0.11192532132915763,-3.362884215274583e-05,-0.9601238976602798,-0.0011788609484450518
41,0.11127765667959755,-0.0003145081405124244,-0.8204356761560939,-0.0014526634846055962
42,0.11354746455864946,-8.81665194314218e-05,-1.190788035347126,-0.0018190551715365731
43,0.11083037457800021,-0.00025839150030198236,-1.0133773442662213,-0.0025422056173381767
44,0.10981444166108008,-7.385289201744957e-05,-1.0319879780994703,-0.000862806754230061
45,0.1116381128765423,-0.0001514646031805745,-1.0705094373857562,-0.002384149832367006
46,0.11397816021175393,-0.00018288457117441394,-1.1737158922094322,-0.02844371330100176
47,0.11309146489316366,-0.00010076398578874103,-1.2659333154578603,-0.02738881875411452
48,0.11211106287924855,-0.0024136136831110918,-1.0237607885778919,-0.0024136136831110918
49,0.11437086935730006,-0.001063833452986087,-1.384329749560905,-0.001063833452986087
50,0.113934840708956,-0.0006864148705219189,-1.1527875527056137,-0.0008536846469538503
